Institution Name,City,State,Website,Domain,Clearbit Logo URL
California State University-Long Beach (CSUB),Long Beach,California (CA),https://www.csulb.edu/,csulb.edu,https://logo.clearbit.com/csulb.edu
California State University-Los Angeles (CSUA),Los Angeles,California (CA),https://www.calstatela.edu/,calstatela.edu,https://logo.clearbit.com/calstatela.edu
California State University-Northridge (CSU),Northridge,California (CA),https://www.csun.edu/,csun.edu,https://logo.clearbit.com/csun.edu
California State University-Sacramento (CSU),Sacramento,California (CA),https://www.csus.edu/,csus.edu,https://logo.clearbit.com/csus.edu
University of California-Berkeley (UC),Berkeley,California (CA),https://www.berkeley.edu/,berkeley.edu,https://logo.clearbit.com/berkeley.edu
University of California-Davis (UC),Davis,California (CA),https://ucdavis.edu/,ucdavis.edu,https://logo.clearbit.com/ucdavis.edu
University of California-Irvine (UC),Irvine,California (CA),https://www.uci.edu/,uci.edu,https://logo.clearbit.com/uci.edu
University of California-Los Angeles (UCA),Los Angeles,California (CA),https://www.ucla.edu/,ucla.edu,https://logo.clearbit.com/ucla.edu
University of California-Riverside (UC),Riverside,California (CA),https://www.ucr.edu/,ucr.edu,https://logo.clearbit.com/ucr.edu
University of California-San Diego (UCD),La Jolla,California (CA),https://www.ucsd.edu/,ucsd.edu,https://logo.clearbit.com/ucsd.edu
University of California-San Francisco (UCF),San Francisco,California (CA),https://ucsf.edu/,ucsf.edu,https://logo.clearbit.com/ucsf.edu
University of California-Santa Barbara (UCB),Santa Barbara,California (CA),https://www.ucsb.edu/,ucsb.edu,https://logo.clearbit.com/ucsb.edu
University of California-Santa Cruz (UCC),Santa Cruz,California (CA),https://www.ucsc.edu/,ucsc.edu,https://logo.clearbit.com/ucsc.edu
Sofia University (SU),Palo Alto,California (CA),https://www.sofia.edu/,sofia.edu,https://logo.clearbit.com/sofia.edu
California Beauty School (CBS),Modesto,California (CA),https://www.calbeautycollege.edu/,calbeautycollege.edu,https://logo.clearbit.com/calbeautycollege.edu
California Christian College (CCC),Fresno,California (CA),https://www.calchristiancollege.edu/,calchristiancollege.edu,https://logo.clearbit.com/calchristiancollege.edu
Haven University (HU),Garden Grove,California (CA),https://www.haven.edu/,haven.edu,https://logo.clearbit.com/haven.edu
California Hair Design Academy (CHDA),La Mesa,California (CA),https://chdaschools.com/,chdaschools.com,https://logo.clearbit.com/chdaschools.com
California Institute of the Arts (CITA),Valencia,California (CA),https://www.calarts.edu/,calarts.edu,https://logo.clearbit.com/calarts.edu
California State University Maritime Academy (CSUMA),Vallejo,California (CA),https://www.csum.edu/,csum.edu,https://logo.clearbit.com/csum.edu
California Western School of Law (CWSL),San Diego,California (CA),https://www.cwsl.edu/,cwsl.edu,https://logo.clearbit.com/cwsl.edu
Canada College (CC),Redwood City,California (CA),https://canadacollege.edu/,canadacollege.edu,https://logo.clearbit.com/canadacollege.edu
College of the Canyons (CTC),Santa Clarita,California (CA),https://www.canyons.edu/,canyons.edu,https://logo.clearbit.com/canyons.edu
Career Academy of Beauty (CAB),Garden Grove,California (CA),https://caofb.com/,caofb.com,https://logo.clearbit.com/caofb.com
Casa Loma College-Los Angeles (CLCA),Sherman Oaks,California (CA),https://www.casalomacollege.edu/,casalomacollege.edu,https://logo.clearbit.com/casalomacollege.edu
CET-San Diego (CD),San Diego,California (CA),https://www.cetweb.edu/,cetweb.edu,https://logo.clearbit.com/cetweb.edu
Cerritos College (CC),Norwalk,California (CA),https://www.cerritos.edu/,cerritos.edu,https://logo.clearbit.com/cerritos.edu
Cerro Coso Community College (CCCC),Ridgecrest,California (CA),https://cerrocoso.edu/,cerrocoso.edu,https://logo.clearbit.com/cerrocoso.edu
Chabot College (CC),Hayward,California (CA),https://www.chabotcollege.edu/,chabotcollege.edu,https://logo.clearbit.com/chabotcollege.edu
Chaffey College (CC),Rancho Cucamonga,California (CA),https://www.chaffey.edu/,chaffey.edu,https://logo.clearbit.com/chaffey.edu
Chapman University (CU),Orange,California (CA),https://www.chapman.edu/,chapman.edu,https://logo.clearbit.com/chapman.edu
Charles R Drew University of Medicine and Science (CRDUMS),Los Angeles,California (CA),https://www.cdrewu.edu/,cdrewu.edu,https://logo.clearbit.com/cdrewu.edu
Concordia University-Irvine (CU),Irvine,California (CA),https://www.cui.edu/,cui.edu,https://logo.clearbit.com/cui.edu
San Diego Christian College (SDCC),Santee,California (CA),https://sdcc.edu/,sdcc.edu,https://logo.clearbit.com/sdcc.edu
Church Divinity School of the Pacific (CDSTP),Berkeley,California (CA),https://www.cdsp.edu/,cdsp.edu,https://logo.clearbit.com/cdsp.edu
Citrus College (CC),Glendora,California (CA),https://www.citruscollege.edu/,citruscollege.edu,https://logo.clearbit.com/citruscollege.edu
Citrus Heights Beauty College (CHBC),Citrus Heights,California (CA),https://chbeautycollege.com/,chbeautycollege.com,https://logo.clearbit.com/chbeautycollege.com
City College of San Francisco (CCSF),San Francisco,California (CA),https://www.ccsf.edu/,ccsf.edu,https://logo.clearbit.com/ccsf.edu
Claremont Graduate University (CGU),Claremont,California (CA),https://www.cgu.edu/,cgu.edu,https://logo.clearbit.com/cgu.edu
Claremont McKenna College (CMC),Claremont,California (CA),https://www.cmc.edu/,cmc.edu,https://logo.clearbit.com/cmc.edu
Milan Institute-Visalia (MI),Visalia,California (CA),https://www.milaninstitute.edu/,milaninstitute.edu,https://logo.clearbit.com/milaninstitute.edu
Clovis Adult Education (CAE),Clovis,California (CA),https://clovisadult.cusd.com/,clovisadult.cusd.com,https://logo.clearbit.com/clovisadult.cusd.com
Coast Community College District Office (CCCDO),Costa Mesa,California (CA),https://www.cccd.edu/,cccd.edu,https://logo.clearbit.com/cccd.edu
Coastline Community College (CCC),Fountain Valley,California (CA),https://www.coastline.edu/,coastline.edu,https://logo.clearbit.com/coastline.edu
University of Silicon Valley (USV),San Jose,California (CA),https://usv.edu/,usv.edu,https://logo.clearbit.com/usv.edu
Coba Academy (CA),Anaheim,California (CA),https://www.coba.edu/,coba.edu,https://logo.clearbit.com/coba.edu
Western University of Health Sciences (WUHS),Pomona,California (CA),https://www.westernu.edu/,westernu.edu,https://logo.clearbit.com/westernu.edu
Columbia College (CC),Sonora,California (CA),https://www.gocolumbia.edu/,gocolumbia.edu,https://logo.clearbit.com/gocolumbia.edu
California College of ASU (CCA),Los Angeles,California (CA),https://www.columbiacollege.edu/,columbiacollege.edu,https://logo.clearbit.com/columbiacollege.edu
Compton College (CC),Compton,California (CA),https://www.compton.edu/,compton.edu,https://logo.clearbit.com/compton.edu
Contra Costa Community College District Office (CCCCDO),Martinez,California (CA),https://www.4cd.edu/,4cd.edu,https://logo.clearbit.com/4cd.edu
Contra Costa College (CCC),San Pablo,California (CA),https://www.contracosta.edu/,contracosta.edu,https://logo.clearbit.com/contracosta.edu
Cosumnes River College (CRC),Sacramento,California (CA),https://www.crc.losrios.edu/,crc.losrios.edu,https://logo.clearbit.com/crc.losrios.edu
Crafton Hills College (CHC),Yucaipa,California (CA),https://www.craftonhills.edu/,craftonhills.edu,https://logo.clearbit.com/craftonhills.edu
Cuesta College (CC),San Luis Obispo,California (CA),https://www.cuesta.edu/,cuesta.edu,https://logo.clearbit.com/cuesta.edu
Cuyamaca College (CC),El Cajon,California (CA),https://www.cuyamaca.edu/,cuyamaca.edu,https://logo.clearbit.com/cuyamaca.edu
Cypress College (CC),Cypress,California (CA),https://www.cypresscollege.edu/,cypresscollege.edu,https://logo.clearbit.com/cypresscollege.edu
De Anza College (DAC),Cupertino,California (CA),https://www.deanza.edu/,deanza.edu,https://logo.clearbit.com/deanza.edu
International School of Beauty Inc (ISBI),Palm Desert,California (CA),https://btyschool.com/,btyschool.com,https://logo.clearbit.com/btyschool.com
Dell'Arte International School of Physical Theatre (DISPT),Blue Lake,California (CA),https://www.dellarte.com/school,dellarte.com,https://logo.clearbit.com/dellarte.com
College of the Desert (CTD),Palm Desert,California (CA),https://www.collegeofthedesert.edu/,collegeofthedesert.edu,https://logo.clearbit.com/collegeofthedesert.edu
Design Institute of San Diego (DISD),San Diego,California (CA),https://www.disd.edu/,disd.edu,https://logo.clearbit.com/disd.edu
Dharma Realm Buddhist University (DRBU),Ukiah,California (CA),https://drbu.edu/,drbu.edu,https://logo.clearbit.com/drbu.edu
Diablo Valley College (DVC),Pleasant Hill,California (CA),https://www.dvc.edu/,dvc.edu,https://logo.clearbit.com/dvc.edu
Dominican University of California (DUC),San Rafael,California (CA),https://www.dominican.edu/,dominican.edu,https://logo.clearbit.com/dominican.edu
Dominican School of Philosophy & Theology (DSPT),Berkeley,California (CA),https://www.dspt.edu/,dspt.edu,https://logo.clearbit.com/dspt.edu
East Los Angeles College (ELAC),Monterey Park,California (CA),https://www.elac.edu/,elac.edu,https://logo.clearbit.com/elac.edu
El Camino Community College District (ECCCD),Torrance,California (CA),https://www.elcamino.edu/,elcamino.edu,https://logo.clearbit.com/elcamino.edu
Emperor's College of Traditional Oriental Medicine (ECTOM),Santa Monica,California (CA),https://www.emperors.edu/,emperors.edu,https://logo.clearbit.com/emperors.edu
Empire College (EC),Santa Rosa,California (CA),https://empcol.edu/,empcol.edu,https://logo.clearbit.com/empcol.edu
Evergreen Valley College (EVC),San Jose,California (CA),https://www.evc.edu/,evc.edu,https://logo.clearbit.com/evc.edu
FIDM-Fashion Institute of Design & Merchandising (FIDM),Los Angeles,California (CA),https://www.fidm.edu/,fidm.edu,https://logo.clearbit.com/fidm.edu
Feather River Community College District (FRCCD),Quincy,California (CA),https://www.frc.edu/,frc.edu,https://logo.clearbit.com/frc.edu
Federico Beauty Institute (FBI),Sacramento,California (CA),https://federico.edu/,federico.edu,https://logo.clearbit.com/federico.edu
Fielding Graduate University (FGU),Santa Barbara,California (CA),https://www.fielding.edu/,fielding.edu,https://logo.clearbit.com/fielding.edu
Five Branches University (FBU),Santa Cruz,California (CA),https://www.fivebranches.edu/,fivebranches.edu,https://logo.clearbit.com/fivebranches.edu
Redondo Beach Beauty College (RBBC),Torrance,California (CA),https://rbbeautycollege.com/,rbbeautycollege.com,https://logo.clearbit.com/rbbeautycollege.com
Foothill College (FC),Los Altos Hills,California (CA),https://foothill.edu/,foothill.edu,https://logo.clearbit.com/foothill.edu
Franciscan School of Theology (FST),San Diego,California (CA),https://www.fst.edu/,fst.edu,https://logo.clearbit.com/fst.edu
Fredrick and Charles Beauty College (FCBC),Eureka,California (CA),https://www.fandcbeauty.com/,fandcbeauty.com,https://logo.clearbit.com/fandcbeauty.com
Fresno City College (FCC),Fresno,California (CA),https://www.fresnocitycollege.edu/,fresnocitycollege.edu,https://logo.clearbit.com/fresnocitycollege.edu
Fresno Pacific University (FPU),Fresno,California (CA),https://www.fresno.edu/,fresno.edu,https://logo.clearbit.com/fresno.edu
Foothill-De Anza Community College District (FACCD),Los Altos Hills,California (CA),https://www.fhda.edu/,fhda.edu,https://logo.clearbit.com/fhda.edu
Fuller Theological Seminary (FTS),Pasadena,California (CA),https://www.fuller.edu/,fuller.edu,https://logo.clearbit.com/fuller.edu
Fullerton College (FC),Fullerton,California (CA),https://www.fullcoll.edu/,fullcoll.edu,https://logo.clearbit.com/fullcoll.edu
Gavilan College (GC),Gilroy,California (CA),https://www.gavilan.edu/,gavilan.edu,https://logo.clearbit.com/gavilan.edu
Gemological Institute of America-Carlsbad (GIA),Carlsbad,California (CA),https://www.gia.edu/gem-education,gia.edu,https://logo.clearbit.com/gia.edu
Glendale Community College (GCC),Glendale,California (CA),https://www.glendale.edu/,glendale.edu,https://logo.clearbit.com/glendale.edu
Glendale Career College (GCC),Glendale,California (CA),https://www.success.edu/,success.edu,https://logo.clearbit.com/success.edu
Golden Gate University (GGU),San Francisco,California (CA),https://www.ggu.edu/,ggu.edu,https://logo.clearbit.com/ggu.edu
Golden West College (GWC),Huntington Beach,California (CA),https://www.goldenwestcollege.edu/,goldenwestcollege.edu,https://logo.clearbit.com/goldenwestcollege.edu
Graduate Theological Union (GTU),Berkeley,California (CA),https://www.gtu.edu/,gtu.edu,https://logo.clearbit.com/gtu.edu
Grossmont-Cuyamaca Community College District (GCCD),El Cajon,California (CA),https://www.gcccd.edu/,gcccd.edu,https://logo.clearbit.com/gcccd.edu
Grossmont College (GC),El Cajon,California (CA),https://www.grossmont.edu/,grossmont.edu,https://logo.clearbit.com/grossmont.edu
Salon Success Academy-Riverside (SSA),Riverside,California (CA),https://www.salonsuccessacademy.com/,salonsuccessacademy.com,https://logo.clearbit.com/salonsuccessacademy.com
Hartnell College (HC),Salinas,California (CA),https://www.hartnell.edu/,hartnell.edu,https://logo.clearbit.com/hartnell.edu
Harvey Mudd College (HMC),Claremont,California (CA),https://www.hmc.edu/,hmc.edu,https://logo.clearbit.com/hmc.edu
Hilltop Beauty School (HBS),Daly City,California (CA),https://www.hilltopbeautyschool.com/,hilltopbeautyschool.com,https://logo.clearbit.com/hilltopbeautyschool.com
Pacifica Graduate Institute (PGI),Carpinteria,California (CA),https://www.pacifica.edu/,pacifica.edu,https://logo.clearbit.com/pacifica.edu
California State Polytechnic University-Humboldt (CSPU),Arcata,California (CA),https://www.humboldt.edu/,humboldt.edu,https://logo.clearbit.com/humboldt.edu
Humphreys University-Stockton and Modesto Campuses (HUMC),Stockton,California (CA),https://www.humphreys.edu/,humphreys.edu,https://logo.clearbit.com/humphreys.edu
Imperial Valley College (IVC),Imperial,California (CA),https://www.imperial.edu/,imperial.edu,https://logo.clearbit.com/imperial.edu
Institute for Business and Technology (IFBT),Santa Clara,California (CA),https://ibt.edu/,ibt.edu,https://logo.clearbit.com/ibt.edu
Interior Designers Institute (IDI),Newport Beach,California (CA),https://www.idi.edu/,idi.edu,https://logo.clearbit.com/idi.edu
International School of Cosmetology (ISC),Los Angeles,California (CA),https://www.toniguy.edu/,toniguy.edu,https://logo.clearbit.com/toniguy.edu
Irvine Valley College (IVC),Irvine,California (CA),https://www.ivc.edu/,ivc.edu,https://logo.clearbit.com/ivc.edu
American Jewish University (AJU),Los Angeles,California (CA),https://www.aju.edu/,aju.edu,https://logo.clearbit.com/aju.edu
Reedley College (RC),Reedley,California (CA),https://www.reedleycollege.edu/,reedleycollege.edu,https://logo.clearbit.com/reedleycollege.edu
Life Pacific University (LPU),San Dimas,California (CA),https://lifepacific.edu/,lifepacific.edu,https://logo.clearbit.com/lifepacific.edu
University of La Verne (ULV),La Verne,California (CA),https://www.laverne.edu/,laverne.edu,https://logo.clearbit.com/laverne.edu
Laguna College of Art and Design (LCAD),Laguna Beach,California (CA),https://www.lcad.edu/,lcad.edu,https://logo.clearbit.com/lcad.edu
Lake Tahoe Community College (LTCC),South Lake Tahoe,California (CA),https://www.ltcc.edu/,ltcc.edu,https://logo.clearbit.com/ltcc.edu
Lancaster Beauty School (LBS),Lancaster,California (CA),https://www.lancasterbeautyschool.com/,lancasterbeautyschool.com,https://logo.clearbit.com/lancasterbeautyschool.com
Laney College (LC),Oakland,California (CA),https://laney.edu/,laney.edu,https://logo.clearbit.com/laney.edu
Lassen Community College (LCC),Susanville,California (CA),https://www.lassencollege.edu/,lassencollege.edu,https://logo.clearbit.com/lassencollege.edu
Latin American Bible Institute (LABI),La Puente,California (CA),https://labi.edu/,labi.edu,https://logo.clearbit.com/labi.edu
Life Chiropractic College West (LCCW),Hayward,California (CA),https://www.lifewest.edu/,lifewest.edu,https://logo.clearbit.com/lifewest.edu
Lincoln University (LU),Oakland,California (CA),https://lincolnuca.edu/,lincolnuca.edu,https://logo.clearbit.com/lincolnuca.edu
Southern California Seminary (SCS),El Cajon,California (CA),https://www.socalsem.edu/,socalsem.edu,https://logo.clearbit.com/socalsem.edu
La Sierra University (LSU),Riverside,California (CA),https://lasierra.edu/,lasierra.edu,https://logo.clearbit.com/lasierra.edu
Loma Linda University (LLU),Loma Linda,California (CA),https://www.llu.edu/index.html,llu.edu,https://logo.clearbit.com/llu.edu
Long Beach City College (LBCC),Long Beach,California (CA),https://www.lbcc.edu/,lbcc.edu,https://logo.clearbit.com/lbcc.edu
Southern California University of Health Sciences (SCUHS),Whittier,California (CA),https://www.scuhs.edu/,scuhs.edu,https://logo.clearbit.com/scuhs.edu
Los Angeles Community College District Office (LACCDO),Los Angeles,California (CA),https://www.laccd.edu/,laccd.edu,https://logo.clearbit.com/laccd.edu
